mba_number,version_number,campaign_status,line,component,schedule_cents,slice_cents,delta_cents,label
golf019,1,completed,golf019RA1,media,0,676500,-676500,media golf019RA1
golf019,1,completed,golf019RA2,media,0,318600,-318600,media golf019RA2
PENFOLD013,12,booked,*,total,4750000,3820000,930000,Full-scope C1 drift: media on line billing-magazines::PENFOLD013MG1 — schedule $7760.00 vs approved slice $0.00 (Δ $7760.00).
PENFOLD013,12,booked,billing-magazines::PENFOLD013MG1,media,776000,0,776000,media billing-magazines::PENFOLD013MG1
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML1,media,120000,0,120000,media billing-ooh::PENFOLD013ML1
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML2,media,120000,0,120000,media billing-ooh::PENFOLD013ML2
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML3,media,45000,0,45000,media billing-ooh::PENFOLD013ML3
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML4,media,60000,0,60000,media billing-ooh::PENFOLD013ML4
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML5,media,60000,0,60000,media billing-ooh::PENFOLD013ML5
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML6,media,90000,0,90000,media billing-ooh::PENFOLD013ML6
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML7,media,60000,0,60000,media billing-ooh::PENFOLD013ML7
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML8,media,45000,0,45000,media billing-ooh::PENFOLD013ML8
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML9,media,75000,0,75000,media billing-ooh::PENFOLD013ML9
PENFOLD013,12,booked,billing-ooh::PENFOLD013ML10,media,75000,0,75000,media billing-ooh::PENFOLD013ML10
PENFOLD013,12,booked,billing-digiDisplay::PENFOLD013DD1,media,150000,0,150000,media billing-digiDisplay::PENFOLD013DD1
PENFOLD013,12,booked,billing-digiDisplay::PENFOLD013DD2,media,1719000,0,1719000,media billing-digiDisplay::PENFOLD013DD2
PENFOLD013,12,booked,billing-socialMedia::PENFOLD013SM3,media,425000,0,425000,media billing-socialMedia::PENFOLD013SM3
PENFOLD013,12,booked,PENFOLD013DD1,media,0,150000,-150000,media PENFOLD013DD1
PENFOLD013,12,booked,PENFOLD013DD2,media,0,1719000,-1719000,media PENFOLD013DD2
PENFOLD013,12,booked,PENFOLD013MG1,media,0,776000,-776000,media PENFOLD013MG1
PENFOLD013,12,booked,PENFOLD013OH1,media,0,120000,-120000,media PENFOLD013OH1
PENFOLD013,12,booked,PENFOLD013OH10,media,0,75000,-75000,media PENFOLD013OH10
PENFOLD013,12,booked,PENFOLD013OH2,media,0,120000,-120000,media PENFOLD013OH2
PENFOLD013,12,booked,PENFOLD013OH3,media,0,45000,-45000,media PENFOLD013OH3
PENFOLD013,12,booked,PENFOLD013OH4,media,0,60000,-60000,media PENFOLD013OH4
PENFOLD013,12,booked,PENFOLD013OH5,media,0,60000,-60000,media PENFOLD013OH5
PENFOLD013,12,booked,PENFOLD013OH6,media,0,90000,-90000,media PENFOLD013OH6
PENFOLD013,12,booked,PENFOLD013OH7,media,0,60000,-60000,media PENFOLD013OH7
PENFOLD013,12,booked,PENFOLD013OH8,media,0,45000,-45000,media PENFOLD013OH8
PENFOLD013,12,booked,PENFOLD013OH9,media,0,75000,-75000,media PENFOLD013OH9
PENFOLD013,12,booked,PENFOLD013SM3,media,0,425000,-425000,media PENFOLD013SM3
PENFOLD014,5,completed,*,total,19924065,9632600,10291465,Full-scope C1 drift: media on line billing-ooh::PENFOLD014ML4 — schedule $9619.41 vs approved slice $0.00 (Δ $9619.41).
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML4,media,961941,0,961941,media billing-ooh::PENFOLD014ML4
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML5,media,577164,0,577164,media billing-ooh::PENFOLD014ML5
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML6,media,673359,0,673359,media billing-ooh::PENFOLD014ML6
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML8,media,300000,0,300000,media billing-ooh::PENFOLD014ML8
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML9,media,255000,0,255000,media billing-ooh::PENFOLD014ML9
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML10,media,308400,0,308400,media billing-ooh::PENFOLD014ML10
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML11,media,375000,0,375000,media billing-ooh::PENFOLD014ML11
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML12,media,1200000,0,1200000,media billing-ooh::PENFOLD014ML12
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML13,media,1350000,0,1350000,media billing-ooh::PENFOLD014ML13
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML14,media,450000,0,450000,media billing-ooh::PENFOLD014ML14
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML15,media,375000,0,375000,media billing-ooh::PENFOLD014ML15
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV1,media,560000,0,560000,media billing-bvod::PENFOLD014BV1
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV2,media,607800,0,607800,media billing-bvod::PENFOLD014BV2
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV3,media,24800,0,24800,media billing-bvod::PENFOLD014BV3
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV4,media,100,0,100,media billing-bvod::PENFOLD014BV4
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV5,media,100,0,100,media billing-bvod::PENFOLD014BV5
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV6,media,100,0,100,media billing-bvod::PENFOLD014BV6
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV7,media,100,0,100,media billing-bvod::PENFOLD014BV7
PENFOLD014,5,completed,billing-bvod::PENFOLD014BV8,media,100,0,100,media billing-bvod::PENFOLD014BV8
PENFOLD014,5,completed,billing-integration::PENFOLD0141,media,6000000,0,6000000,media billing-integration::PENFOLD0141
PENFOLD014,5,completed,billing-influencers::new-0,media,3799000,0,3799000,media billing-influencers::new-0
PENFOLD014,5,completed,billing-ooh::PENFOLD014ML16,media,2006100,0,2006100,media billing-ooh::PENFOLD014ML16
PENFOLD014,5,completed,PENFOLD014BV2,media,0,607800,-607800,media PENFOLD014BV2
PENFOLD014,5,completed,PENFOLD014BV3,media,0,24800,-24800,media PENFOLD014BV3
PENFOLD014,5,completed,PENFOLD014ML10,media,0,308400,-308400,media PENFOLD014ML10
PENFOLD014,5,completed,PENFOLD014ML11,media,0,375000,-375000,media PENFOLD014ML11
PENFOLD014,5,completed,PENFOLD014ML12,media,0,1200000,-1200000,media PENFOLD014ML12
PENFOLD014,5,completed,PENFOLD014ML13,media,0,1350000,-1350000,media PENFOLD014ML13
PENFOLD014,5,completed,PENFOLD014ML14,media,0,450000,-450000,media PENFOLD014ML14
PENFOLD014,5,completed,PENFOLD014ML15,media,0,375000,-375000,media PENFOLD014ML15
PENFOLD014,5,completed,PENFOLD014ML16,media,0,2006100,-2006100,media PENFOLD014ML16
PENFOLD014,5,completed,PENFOLD014ML4,media,0,1035000,-1035000,media PENFOLD014ML4
PENFOLD014,5,completed,PENFOLD014ML5,media,0,621000,-621000,media PENFOLD014ML5
PENFOLD014,5,completed,PENFOLD014ML6,media,0,724500,-724500,media PENFOLD014ML6
PENFOLD014,5,completed,PENFOLD014ML8,media,0,300000,-300000,media PENFOLD014ML8
PENFOLD014,5,completed,PENFOLD014ML9,media,0,255000,-255000,media PENFOLD014ML9
hartm009,6,planned,*,total,7987400,7977800,9600,Full-scope C1 drift: media on line billing-radio::hartm009RA1 — schedule $5698.00 vs approved slice $0.00 (Δ $5698.00).
hartm009,6,planned,billing-radio::hartm009RA1,media,569800,0,569800,media billing-radio::hartm009RA1
hartm009,6,planned,billing-radio::hartm009RA2,media,341000,0,341000,media billing-radio::hartm009RA2
hartm009,6,planned,billing-radio::hartm009RA3,media,162000,0,162000,media billing-radio::hartm009RA3
hartm009,6,planned,billing-radio::hartm009RA4,media,88000,0,88000,media billing-radio::hartm009RA4
hartm009,6,planned,billing-radio::hartm009RA5,media,1600,0,1600,media billing-radio::hartm009RA5
hartm009,6,planned,billing-radio::hartm009RA6,media,1600,0,1600,media billing-radio::hartm009RA6
hartm009,6,planned,billing-radio::hartm009RA7,media,792000,0,792000,media billing-radio::hartm009RA7
hartm009,6,planned,billing-radio::hartm009RA8,media,473000,0,473000,media billing-radio::hartm009RA8
hartm009,6,planned,billing-radio::hartm009RA9,media,166500,0,166500,media billing-radio::hartm009RA9
hartm009,6,planned,billing-radio::hartm009RA10,media,96000,0,96000,media billing-radio::hartm009RA10
hartm009,6,planned,billing-radio::hartm009RA11,media,1600,0,1600,media billing-radio::hartm009RA11
hartm009,6,planned,billing-radio::hartm009RA12,media,1600,0,1600,media billing-radio::hartm009RA12
hartm009,6,planned,billing-radio::hartm009RA13,media,154000,0,154000,media billing-radio::hartm009RA13
hartm009,6,planned,billing-radio::hartm009RA14,media,88000,0,88000,media billing-radio::hartm009RA14
hartm009,6,planned,billing-radio::hartm009RA15,media,31500,0,31500,media billing-radio::hartm009RA15
hartm009,6,planned,billing-radio::hartm009RA16,media,16000,0,16000,media billing-radio::hartm009RA16
hartm009,6,planned,billing-radio::hartm009RA17,media,1600,0,1600,media billing-radio::hartm009RA17
hartm009,6,planned,billing-radio::hartm009RA18,media,1600,0,1600,media billing-radio::hartm009RA18
hartm009,6,planned,billing-ooh::hartm009OH1,media,5000000,0,5000000,media billing-ooh::hartm009OH1
hartm009,6,planned,hartm009OH1,media,0,5000000,-5000000,media hartm009OH1
hartm009,6,planned,hartm009RA1,media,0,569800,-569800,media hartm009RA1
hartm009,6,planned,hartm009RA10,media,0,96000,-96000,media hartm009RA10
hartm009,6,planned,hartm009RA13,media,0,154000,-154000,media hartm009RA13
hartm009,6,planned,hartm009RA14,media,0,88000,-88000,media hartm009RA14
hartm009,6,planned,hartm009RA15,media,0,31500,-31500,media hartm009RA15
hartm009,6,planned,hartm009RA16,media,0,16000,-16000,media hartm009RA16
hartm009,6,planned,hartm009RA2,media,0,341000,-341000,media hartm009RA2
hartm009,6,planned,hartm009RA3,media,0,162000,-162000,media hartm009RA3
hartm009,6,planned,hartm009RA4,media,0,88000,-88000,media hartm009RA4
hartm009,6,planned,hartm009RA7,media,0,792000,-792000,media hartm009RA7
hartm009,6,planned,hartm009RA8,media,0,473000,-473000,media hartm009RA8
hartm009,6,planned,hartm009RA9,media,0,166500,-166500,media hartm009RA9
hartm010,13,planned,*,total,9000800,9000000,800,Full-scope C1 drift: media on line billing-radio::hartm010RA1 — schedule $90000.00 vs approved slice $0.00 (Δ $90000.00).
hartm010,13,planned,billing-radio::hartm010RA1,media,9000000,0,9000000,media billing-radio::hartm010RA1
hartm010,13,planned,hartm010RA1,media,0,9000000,-9000000,media hartm010RA1
glenda001,1,draft,*,total,805000,5000,800000,Full-scope C1 drift: media on line radio-Nine-3AW-0 — schedule $10.00 vs approved slice $0.00 (Δ $10.00).
glenda001,1,draft,radio-Nine-3AW-0,media,1000,0,1000,media radio-Nine-3AW-0
glenda001,1,draft,radio-Nine-3AW-1,media,1000,0,1000,media radio-Nine-3AW-1
glenda001,1,draft,radio-Nine-3AW-2,media,1000,0,1000,media radio-Nine-3AW-2
glenda001,1,draft,radio-Nine-3AW-3,media,1000,0,1000,media radio-Nine-3AW-3
glenda001,1,draft,radio-Nine-3AW-4,media,1000,0,1000,media radio-Nine-3AW-4
glenda001,1,draft,integration-News Corp-Details-0,media,800000,0,800000,media integration-News Corp-Details-0
glenda001,1,draft,glenda001RA1,media,0,1000,-1000,media glenda001RA1
glenda001,1,draft,glenda001RA2,media,0,1000,-1000,media glenda001RA2
glenda001,1,draft,glenda001RA3,media,0,1000,-1000,media glenda001RA3
glenda001,1,draft,glenda001RA4,media,0,1000,-1000,media glenda001RA4
glenda001,1,draft,glenda001RA5,media,0,1000,-1000,media glenda001RA5
glenda002,1,draft,*,total,4000000,0,4000000,Full-scope C1 drift: media on line integration-Test Publisher-Details-0 — schedule $20000.00 vs approved slice $0.00 (Δ $20000.00).
glenda002,1,draft,integration-Test Publisher-Details-0,media,2000000,0,2000000,media integration-Test Publisher-Details-0
glenda002,1,draft,influencers-Test Publisher-Details-0,media,2000000,0,2000000,media influencers-Test Publisher-Details-0
glenda003,2,cancelled,*,total,4000000,0,4000000,Full-scope C1 drift: media on line integration-Test Publisher-Details-0 — schedule $20000.00 vs approved slice $0.00 (Δ $20000.00).
glenda003,2,cancelled,integration-Test Publisher-Details-0,media,2000000,0,2000000,media integration-Test Publisher-Details-0
glenda003,2,cancelled,influencers-Test Publisher-Details-0,media,2000000,0,2000000,media influencers-Test Publisher-Details-0
glenda004,1,draft,*,total,4000000,0,4000000,Full-scope C1 drift: media on line integration-Test Publisher-Details-0 — schedule $20000.00 vs approved slice $0.00 (Δ $20000.00).
glenda004,1,draft,integration-Test Publisher-Details-0,media,2000000,0,2000000,media integration-Test Publisher-Details-0
glenda004,1,draft,influencers-Test Publisher-Details-0,media,2000000,0,2000000,media influencers-Test Publisher-Details-0
glenda005,3,draft,*,total,9230000,9000000,230000,Full-scope C1 drift: media on line billing-digiDisplay::DDDD1 — schedule $25000.00 vs approved slice $0.00 (Δ $25000.00).
glenda005,3,draft,billing-digiDisplay::DDDD1,media,2500000,0,2500000,media billing-digiDisplay::DDDD1
glenda005,3,draft,billing-digiDisplay::glenda005DD2,media,2500000,0,2500000,media billing-digiDisplay::glenda005DD2
glenda005,3,draft,billing-integration::glenda005IT1,media,2000000,0,2000000,media billing-integration::glenda005IT1
glenda005,3,draft,billing-influencers::glenda005IN1,media,2000000,0,2000000,media billing-influencers::glenda005IN1
glenda005,3,draft,glenda005DD1,media,0,2500000,-2500000,media glenda005DD1
glenda005,3,draft,glenda005DD2,media,0,2500000,-2500000,media glenda005DD2
glenda005,3,draft,glenda005IN1,media,0,2000000,-2000000,media glenda005IN1
glenda005,3,draft,glenda005IT1,media,0,2000000,-2000000,media glenda005IT1
jayco012,6,approved,*,total,900000,1000000,-100000,Full-scope C1 drift: media on line billing-socialMedia::jayco012SM1 — schedule $9000.00 vs approved slice $0.00 (Δ $9000.00).
jayco012,6,approved,billing-socialMedia::jayco012SM1,media,900000,0,900000,media billing-socialMedia::jayco012SM1
jayco012,6,approved,jayco012SM1,media,0,1000000,-1000000,media jayco012SM1
malay003,4,planned,*,total,19072600,14520000,4552600,Full-scope C1 drift: media on line billing-radio::malay003RA1 — schedule $29250.00 vs approved slice $0.00 (Δ $29250.00).
malay003,4,planned,billing-radio::malay003RA1,media,2925000,0,2925000,media billing-radio::malay003RA1
malay003,4,planned,billing-radio::malay003RA2,media,3198000,0,3198000,media billing-radio::malay003RA2
malay003,4,planned,billing-radio::malay003RA3,media,2781000,0,2781000,media billing-radio::malay003RA3
malay003,4,planned,billing-radio::malay003RA4,media,1063400,0,1063400,media billing-radio::malay003RA4
malay003,4,planned,billing-ooh::malay003ML1,media,851200,0,851200,media billing-ooh::malay003ML1
malay003,4,planned,billing-ooh::malay003ML2,media,771400,0,771400,media billing-ooh::malay003ML2
malay003,4,planned,billing-ooh::malay003ML3,media,771400,0,771400,media billing-ooh::malay003ML3
malay003,4,planned,billing-ooh::malay003ML4,media,266000,0,266000,media billing-ooh::malay003ML4
malay003,4,planned,billing-ooh::malay003ML5,media,292600,0,292600,media billing-ooh::malay003ML5
malay003,4,planned,billing-ooh::malay003ML8,media,1600000,0,1600000,media billing-ooh::malay003ML8
malay003,4,planned,billing-ooh::malay003OH1,media,851200,0,851200,media billing-ooh::malay003OH1
malay003,4,planned,billing-ooh::malay003OH2,media,771400,0,771400,media billing-ooh::malay003OH2
malay003,4,planned,billing-ooh::malay003OH3,media,771400,0,771400,media billing-ooh::malay003OH3
malay003,4,planned,billing-ooh::malay003OH4,media,266000,0,266000,media billing-ooh::malay003OH4
malay003,4,planned,billing-ooh::malay003OH5,media,292600,0,292600,media billing-ooh::malay003OH5
malay003,4,planned,billing-ooh::malay003OH8,media,1600000,0,1600000,media billing-ooh::malay003OH8
malay003,4,planned,malay003OH1,media,0,851200,-851200,media malay003OH1
malay003,4,planned,malay003OH2,media,0,771400,-771400,media malay003OH2
malay003,4,planned,malay003OH3,media,0,771400,-771400,media malay003OH3
malay003,4,planned,malay003OH4,media,0,266000,-266000,media malay003OH4
malay003,4,planned,malay003OH5,media,0,292600,-292600,media malay003OH5
malay003,4,planned,malay003OH8,media,0,1600000,-1600000,media malay003OH8
malay003,4,planned,malay003RA1,media,0,2925000,-2925000,media malay003RA1
malay003,4,planned,malay003RA2,media,0,3198000,-3198000,media malay003RA2
malay003,4,planned,malay003RA3,media,0,2781000,-2781000,media malay003RA3
malay003,4,planned,malay003RA4,media,0,1063400,-1063400,media malay003RA4
malay004,4,planned,*,total,7400000,3700000,3700000,Full-scope C1 drift: media on line billing-ooh::malay004ML1 — schedule $37000.00 vs approved slice $0.00 (Δ $37000.00).
malay004,4,planned,billing-ooh::malay004ML1,media,3700000,0,3700000,media billing-ooh::malay004ML1
malay004,4,planned,billing-ooh::malay004OH1,media,3700000,0,3700000,media billing-ooh::malay004OH1
malay004,4,planned,malay004OH1,media,0,3700000,-3700000,media malay004OH1
jayco013,6,booked,*,total,900538,994626,-94088,Full-scope C1 drift: media on line billing-progDisplay::jayco013PD1 — schedule $3582.00 vs approved slice $0.00 (Δ $3582.00).
jayco013,6,booked,billing-progDisplay::jayco013PD1,media,358200,0,358200,media billing-progDisplay::jayco013PD1
jayco013,6,booked,billing-progVideo::jayco013PV1,media,536964,0,536964,media billing-progVideo::jayco013PV1
jayco013,6,booked,jayco013PD1,media,0,398000,-398000,media jayco013PD1
jayco013,6,booked,jayco013PV1,media,0,596626,-596626,media jayco013PV1
BOSS003,4,cancelled,*,total,4393989,3605574,788415,Full-scope C1 drift: media on line billing-digiDisplay::BOSS003DD1 — schedule $4619.94 vs approved slice $0.00 (Δ $4619.94).
BOSS003,4,cancelled,billing-digiDisplay::BOSS003DD1,media,461994,0,461994,media billing-digiDisplay::BOSS003DD1
BOSS003,4,cancelled,billing-progDisplay::BOSS003PD1,media,450000,0,450000,media billing-progDisplay::BOSS003PD1
BOSS003,4,cancelled,billing-progDisplay::BOSS003PD1,fee,112500,0,112500,fee billing-progDisplay::BOSS003PD1
BOSS003,4,cancelled,billing-progDisplay::BOSS003PD2,media,900000,0,900000,media billing-progDisplay::BOSS003PD2
BOSS003,4,cancelled,billing-progDisplay::BOSS003PD2,fee,225000,0,225000,fee billing-progDisplay::BOSS003PD2
BOSS003,4,cancelled,billing-progVideo::BOSS003PV1,media,1793580,0,1793580,media billing-progVideo::BOSS003PV1
BOSS003,4,cancelled,billing-progVideo::BOSS003PV1,fee,448395,0,448395,fee billing-progVideo::BOSS003PV1
BOSS003,4,cancelled,BOSS003DD1,media,0,461994,-461994,media BOSS003DD1
BOSS003,4,cancelled,BOSS003PD1,media,0,450000,-450000,media BOSS003PD1
BOSS003,4,cancelled,BOSS003PD2,media,0,900000,-900000,media BOSS003PD2
BOSS003,4,cancelled,BOSS003PV1,media,0,1793580,-1793580,media BOSS003PV1
BOSS004,2,cancelled,*,total,172726,174603,-1877,Full-scope C1 drift: media on line BOSS004DD1 — schedule $0.00 vs approved slice $1746.03 (Δ $-1746.03).
BOSS004,2,cancelled,BOSS004DD1,media,0,174603,-174603,media BOSS004DD1
glenda006,3,draft,*,total,8000000,5000000,3000000,Full-scope C1 drift: media on line search-Google Ads - AM-test-0 — schedule $40000.00 vs approved slice $0.00 (Δ $40000.00).
glenda006,3,draft,search-Google Ads - AM-test-0,media,4000000,0,4000000,media search-Google Ads - AM-test-0
glenda006,3,draft,billing-search::glenda006SE1,media,4000000,0,4000000,media billing-search::glenda006SE1
glenda006,3,draft,glenda006SE1,media,0,5000000,-5000000,media glenda006SE1
glenda007,12,draft,*,total,3266880,3400000,-133120,Full-scope C1 drift: media on line billing-search::glenda007SE1 — schedule $18000.00 vs approved slice $0.00 (Δ $18000.00).
glenda007,12,draft,billing-search::glenda007SE1,media,1800000,0,1800000,media billing-search::glenda007SE1
glenda007,12,draft,billing-progDisplay::glenda007PD1,media,800000,0,800000,media billing-progDisplay::glenda007PD1
glenda007,12,draft,billing-progDisplay::glenda007PD3,media,640000,0,640000,media billing-progDisplay::glenda007PD3
glenda007,12,draft,glenda007PD1,media,0,800000,-800000,media glenda007PD1
glenda007,12,draft,glenda007PD3,media,0,800000,-800000,media glenda007PD3
glenda007,12,draft,glenda007SE1,media,0,1800000,-1800000,media glenda007SE1
letsgo005,3,approved,*,total,270000,300000,-30000,Full-scope C1 drift: media on line billing-socialMedia::letsgo005SM1 — schedule $2700.00 vs approved slice $0.00 (Δ $2700.00).
letsgo005,3,approved,billing-socialMedia::letsgo005SM1,media,270000,0,270000,media billing-socialMedia::letsgo005SM1
letsgo005,3,approved,letsgo005SM1,media,0,300000,-300000,media letsgo005SM1
golf023,8,approved,*,total,1720000,1376000,344000,Full-scope C1 drift: media on line golf023SE1 — schedule $0.00 vs approved slice $4040.00 (Δ $-4040.00).
golf023,8,approved,golf023SE1,media,0,404000,-404000,media golf023SE1
golf023,8,approved,golf023SM1,media,0,800000,-800000,media golf023SM1
golf023,8,approved,golf023SM2,media,0,172000,-172000,media golf023SM2
PGAAUS015,12,approved,*,total,9229900,7543920,1685980,Full-scope C1 drift: media on line PGAAUS015PV1 — schedule $0.00 vs approved slice $7168.00 (Δ $-7168.00).
PGAAUS015,12,approved,PGAAUS015PV1,media,0,716800,-716800,media PGAAUS015PV1
PGAAUS015,12,approved,PGAAUS015PV2,media,0,307200,-307200,media PGAAUS015PV2
PGAAUS015,12,approved,PGAAUS015SM1,media,0,512000,-512000,media PGAAUS015SM1
PGAAUS015,12,approved,PGAAUS015SM2,media,0,768000,-768000,media PGAAUS015SM2
PGAAUS015,12,approved,PGAAUS015SM3,media,0,4030320,-4030320,media PGAAUS015SM3
PGAAUS015,12,approved,PGAAUS015SM4,media,0,409600,-409600,media PGAAUS015SM4
PGAAUS015,12,approved,PGAAUS015SM5,media,0,800000,-800000,media PGAAUS015SM5
hartm013,3,approved,*,total,149180,100000,49180,Full-scope C1 drift: media on line billing-influencers::hartm013IN1 — schedule $1491.80 vs approved slice $0.00 (Δ $1491.80).
hartm013,3,approved,billing-influencers::hartm013IN1,media,149180,0,149180,media billing-influencers::hartm013IN1
hartm013,3,approved,hartm013IN1,media,0,100000,-100000,media hartm013IN1
legal004,3,planned,*,total,2386050,2370000,16050,Full-scope C1 drift: media on line billing-search::legal004SE1 — schedule $16200.00 vs approved slice $0.00 (Δ $16200.00).
legal004,3,planned,billing-search::legal004SE1,media,1620000,0,1620000,media billing-search::legal004SE1
legal004,3,planned,billing-socialMedia::legal004SM1,media,900,0,900,media billing-socialMedia::legal004SM1
legal004,3,planned,billing-progDisplay::legal004PD1,media,750000,0,750000,media billing-progDisplay::legal004PD1
legal004,3,planned,billing-progOoh::legal004PO1,media,3900,0,3900,media billing-progOoh::legal004PO1
legal004,3,planned,legal004PD1,media,0,750000,-750000,media legal004PD1
legal004,3,planned,legal004SE1,media,0,1620000,-1620000,media legal004SE1
jayco015,2,draft,*,total,270000,0,270000,Full-scope C1 drift: media on line billing-search::jayco015SE1 — schedule $900.00 vs approved slice $0.00 (Δ $900.00).
jayco015,2,draft,billing-search::jayco015SE1,media,90000,0,90000,media billing-search::jayco015SE1
jayco015,2,draft,billing-socialMedia::jayco015SM1,media,180000,0,180000,media billing-socialMedia::jayco015SM1
letsgo006,4,booked,*,total,270000,300000,-30000,Full-scope C1 drift: media on line billing-search::letsgo006SE1 — schedule $900.00 vs approved slice $0.00 (Δ $900.00).
letsgo006,4,booked,billing-search::letsgo006SE1,media,90000,0,90000,media billing-search::letsgo006SE1
letsgo006,4,booked,billing-socialMedia::letsgo006SM1,media,180000,0,180000,media billing-socialMedia::letsgo006SM1
letsgo006,4,booked,letsgo006SE1,media,0,100000,-100000,media letsgo006SE1
letsgo006,4,booked,letsgo006SM1,media,0,200000,-200000,media letsgo006SM1
BOSS005,17,approved,*,total,2493363,2081050,412313,Full-scope C1 drift: media on line BOSS005NP1 — schedule $0.00 vs approved slice $2184.00 (Δ $-2184.00).
BOSS005,17,approved,BOSS005NP1,media,0,218400,-218400,media BOSS005NP1
BOSS005,17,approved,BOSS005NP2,media,0,213400,-213400,media BOSS005NP2
BOSS005,17,approved,BOSS005PD1,media,0,330000,-330000,media BOSS005PD1
BOSS005,17,approved,BOSS005PD2,media,0,721500,-721500,media BOSS005PD2
BOSS005,17,approved,BOSS005SE1,media,0,597750,-597750,media BOSS005SE1
BOSS006,17,approved,*,total,6213525,5515500,698025,Full-scope C1 drift: media on line BOSS006DD1 — schedule $0.00 vs approved slice $2990.00 (Δ $-2990.00).
BOSS006,17,approved,BOSS006DD1,media,0,299000,-299000,media BOSS006DD1
BOSS006,17,approved,BOSS006DD2,media,0,290000,-290000,media BOSS006DD2
BOSS006,17,approved,BOSS006DD3,media,0,215500,-215500,media BOSS006DD3
BOSS006,17,approved,BOSS006NP1,media,0,873000,-873000,media BOSS006NP1
BOSS006,17,approved,BOSS006NP2,media,0,395700,-395700,media BOSS006NP2
BOSS006,17,approved,BOSS006NP3,media,0,213400,-213400,media BOSS006NP3
BOSS006,17,approved,BOSS006NP4,media,0,436800,-436800,media BOSS006NP4
BOSS006,17,approved,BOSS006PD1,media,0,492100,-492100,media BOSS006PD1
BOSS006,17,approved,BOSS006PV1,media,0,1500000,-1500000,media BOSS006PV1
BOSS006,17,approved,BOSS006SE1,media,0,800000,-800000,media BOSS006SE1
hema007,4,approved,*,total,2500000,2000000,500000,Full-scope C1 drift: media on line hema007SE1 — schedule $0.00 vs approved slice $14000.00 (Δ $-14000.00).
hema007,4,approved,hema007SE1,media,0,1400000,-1400000,media hema007SE1
hema007,4,approved,hema007SM1,media,0,600000,-600000,media hema007SM1
curatif004,5,approved,*,total,3100200,0,3100200,Full-scope C1 drift: total — schedule $31002.00 vs approved slice $0.00 (Δ $31002.00).
glenda008,1,draft,*,total,8477970,6750000,1727970,Full-scope C1 drift: media on line billing-radio::glenda008RA1 — schedule $50000.00 vs approved slice $0.00 (Δ $50000.00).
glenda008,1,draft,billing-radio::glenda008RA1,media,5000000,0,5000000,media billing-radio::glenda008RA1
glenda008,1,draft,billing-bvod::glenda008BV1,media,550001,0,550001,media billing-bvod::glenda008BV1
glenda008,1,draft,billing-production::glenda008PROD1,production,1199999,0,1199999,production billing-production::glenda008PROD1
glenda008,1,draft,billing-socialMedia::glenda008SM1,fee,500000,0,500000,fee billing-socialMedia::glenda008SM1
glenda008,1,draft,glenda008-production-v955-p1,media,0,1200000,-1200000,media glenda008-production-v955-p1
glenda008,1,draft,glenda008BV1,media,0,550000,-550000,media glenda008BV1
glenda008,1,draft,glenda008RA1,media,0,5000000,-5000000,media glenda008RA1
krusty002,2,approved,*,total,245000000,210000000,35000000,Full-scope C1 drift: media on line krusty002OH1 — schedule $0.00 vs approved slice $500000.00 (Δ $-500000.00).
krusty002,2,approved,krusty002OH1,media,0,50000000,-50000000,media krusty002OH1
krusty002,2,approved,krusty002RA1,media,0,20000000,-20000000,media krusty002RA1
krusty002,2,approved,krusty002SE1,media,0,10000000,-10000000,media krusty002SE1
krusty002,2,approved,krusty002SE2,media,0,30000000,-30000000,media krusty002SE2
krusty002,2,approved,krusty002SE3,media,0,30000000,-30000000,media krusty002SE3
krusty002,2,approved,krusty002SE4,media,0,10000000,-10000000,media krusty002SE4
krusty002,2,approved,krusty002SM1,media,0,20000000,-20000000,media krusty002SM1
krusty002,2,approved,krusty002SM2,media,0,40000000,-40000000,media krusty002SM2
