mba_number,version_number,campaign_status,line,component,schedule_cents,slice_cents,delta_cents,label
krusty004,2,approved,*,total,6999998,6500000,499998,Full-scope C1 drift: media on line billing-socialMedia::krusty004SM1 — schedule $35999.99 vs approved slice $0.00 (Δ $35999.99).
krusty004,2,approved,billing-socialMedia::krusty004SM1,media,3599999,0,3599999,media billing-socialMedia::krusty004SM1
krusty004,2,approved,billing-socialMedia::krusty004SM1,fee,900000,0,900000,fee billing-socialMedia::krusty004SM1
krusty004,2,approved,billing-search::krusty004SE1,media,2000000,0,2000000,media billing-search::krusty004SE1
krusty004,2,approved,billing-search::krusty004SE1,fee,499999,0,499999,fee billing-search::krusty004SE1
krusty004,2,approved,krusty004SE1,media,0,2000000,-2000000,media krusty004SE1
krusty004,2,approved,krusty004SM1,media,0,4500000,-4500000,media krusty004SM1
PGAAUS016,4,approved,*,total,200000,0,200000,Full-scope C1 drift: total — schedule $2000.00 vs approved slice $0.00 (Δ $2000.00).
krusty006,1,draft,*,total,5000003,2000000,3000003,Full-scope C1 drift: media on line krusty006PA1 — schedule $0.00 vs approved slice $20000.00 (Δ $-20000.00).
krusty006,1,draft,krusty006PA1,media,0,2000000,-2000000,media krusty006PA1
krusty007,1,draft,*,total,2499999,0,2499999,Full-scope C1 drift: total — schedule $24999.99 vs approved slice $0.00 (Δ $24999.99).
krusty008,1,draft,*,total,2499999,2000000,499999,Full-scope C1 drift: media on line krusty008SE1 — schedule $0.00 vs approved slice $20000.00 (Δ $-20000.00).
krusty008,1,draft,krusty008SE1,media,0,2000000,-2000000,media krusty008SE1
SML001,6,planned,*,total,8500000,6999410,1500590,Full-scope C1 drift: media on line SML001IN1 — schedule $0.00 vs approved slice $14994.10 (Δ $-14994.10).
SML001,6,planned,SML001IN1,media,0,1499410,-1499410,media SML001IN1
SML001,6,planned,SML001SM1,media,0,3500000,-3500000,media SML001SM1
SML001,6,planned,SML001SM2,media,0,1000000,-1000000,media SML001SM2
SML001,6,planned,SML001SM3,media,0,1000000,-1000000,media SML001SM3
krusty010,2,draft,*,total,1250000,1000000,250000,Full-scope C1 drift: media on line krusty010SE1 — schedule $0.00 vs approved slice $10000.00 (Δ $-10000.00).
krusty010,2,draft,krusty010SE1,media,0,1000000,-1000000,media krusty010SE1
krusty011,2,draft,*,total,1250000,1000000,250000,Full-scope C1 drift: media on line krusty011SE1 — schedule $0.00 vs approved slice $10000.00 (Δ $-10000.00).
krusty011,2,draft,krusty011SE1,media,0,1000000,-1000000,media krusty011SE1
krusty012,2,draft,*,total,1250000,1000000,250000,Full-scope C1 drift: media on line krusty012SE1 — schedule $0.00 vs approved slice $10000.00 (Δ $-10000.00).
krusty012,2,draft,krusty012SE1,media,0,1000000,-1000000,media krusty012SE1
krusty013,2,draft,*,total,20250000,17000000,3250000,Full-scope C1 drift: media on line krusty013BV1 — schedule $0.00 vs approved slice $10000.00 (Δ $-10000.00).
krusty013,2,draft,krusty013BV1,media,0,1000000,-1000000,media krusty013BV1
krusty013,2,draft,krusty013CN1,media,0,1000000,-1000000,media krusty013CN1
krusty013,2,draft,krusty013DA1,media,0,1000000,-1000000,media krusty013DA1
krusty013,2,draft,krusty013DD1,media,0,1000000,-1000000,media krusty013DD1
krusty013,2,draft,krusty013DV1,media,0,1000000,-1000000,media krusty013DV1
krusty013,2,draft,krusty013IN1,media,0,1000000,-1000000,media krusty013IN1
krusty013,2,draft,krusty013IT1,media,0,1000000,-1000000,media krusty013IT1
krusty013,2,draft,krusty013MG1,media,0,1000000,-1000000,media krusty013MG1
krusty013,2,draft,krusty013NP1,media,0,1000000,-1000000,media krusty013NP1
krusty013,2,draft,krusty013PA1,media,0,1000000,-1000000,media krusty013PA1
krusty013,2,draft,krusty013PB1,media,0,1000000,-1000000,media krusty013PB1
krusty013,2,draft,krusty013PD1,media,0,1000000,-1000000,media krusty013PD1
krusty013,2,draft,krusty013PO1,media,0,1000000,-1000000,media krusty013PO1
krusty013,2,draft,krusty013PV1,media,0,1000000,-1000000,media krusty013PV1
krusty013,2,draft,krusty013SE1,media,0,1000000,-1000000,media krusty013SE1
krusty013,2,draft,krusty013SM1,media,0,1000000,-1000000,media krusty013SM1
krusty013,2,draft,krusty013TV1,media,0,1000000,-1000000,media krusty013TV1
BOSS007,3,cancelled,*,total,9450125,9450100,25,Full-scope C1 drift: media on line BOSS007DD1 — schedule $0.00 vs approved slice $16000.00 (Δ $-16000.00).
BOSS007,3,cancelled,BOSS007DD1,media,0,1600000,-1600000,media BOSS007DD1
BOSS007,3,cancelled,BOSS007DD2,media,0,600000,-600000,media BOSS007DD2
BOSS007,3,cancelled,BOSS007PD1,media,0,2250000,-2250000,media BOSS007PD1
BOSS007,3,cancelled,BOSS007PD2,media,0,1750000,-1750000,media BOSS007PD2
BOSS007,3,cancelled,BOSS007SE1,media,0,3250000,-3250000,media BOSS007SE1
BOSS007,3,cancelled,BOSS007SM1,media,0,100,-100,media BOSS007SM1
krusty014,2,draft,*,total,1250000,1000000,250000,Full-scope C1 drift: media on line krusty014SE1 — schedule $0.00 vs approved slice $10000.00 (Δ $-10000.00).
krusty014,2,draft,krusty014SE1,media,0,1000000,-1000000,media krusty014SE1
krusty015,1,draft,*,total,2500000,2000000,500000,Full-scope C1 drift: media on line krusty015SM1 — schedule $0.00 vs approved slice $20000.00 (Δ $-20000.00).
krusty015,1,draft,krusty015SM1,media,0,2000000,-2000000,media krusty015SM1
